日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2019/10/21,投信,800,1785,143,298,657,1487,6176,8315,33275,68023,-27099,-59708
2019/10/21,外資及陸資,140923,93514,145334,100612,-4411,-7098,227320,188941,180480,71555,46840,117386
2019/10/22,自營商,294974,38556,290395,34258,4579,4298,272470,43724,291532,46377,-19062,-2653
2019/10/22,投信,54,121,411,924,-357,-803,5792,7511,33248,68471,-27456,-60960
2019/10/22,外資及陸資,179875,106279,172240,100569,7635,5710,239823,191801,185348,67770,54475,124031
2019/10/23,自營商,306584,35963,333794,38856,-27210,-2893,228305,40464,228346,45898,-41,-5434
2019/10/23,投信,99,5,587,1085,-488,-1080,5767,7449,33711,69270,-27944,-61821
2019/10/23,外資及陸資,167007,102754,167429,102953,-422,-199,232456,191447,177182,68034,55274,123413
2019/10/24,自營商,212378,28952,211389,25885,989,3067,263298,42252,262395,44745,903,-2493
2019/10/24,投信,235,530,4,9,231,521,5776,7524,33489,69310,-27713,-61786
2019/10/24,外資及陸資,145345,99965,139952,89778,5393,10187,243036,198684,185969,63989,57067,134695
2019/10/25,自營商,211858,25622,223786,26927,-11928,-1305,262420,40592,273451,44308,-11031,-3716
2019/10/25,投信,76,165,1,2,75,163,5783,7532,33421,69125,-27638,-61593
2019/10/25,外資及陸資,139861,91451,146669,99233,-6808,-7782,245392,194198,195133,67343,50259,126855
2019/10/28,自營商,166385,19499,160250,21312,6135,-1813,273934,40596,278810,46186,-4876,-5590
2019/10/28,投信,321,726,55,124,266,602,5734,7443,33106,68588,-27372,-61145
2019/10/28,外資及陸資,122785,81867,121639,75145,1146,6722,248513,196377,197108,62447,51405,133930
2019/10/29,自營商,259239,28074,244244,31308,14995,-3234,283903,40388,273755,49232,10148,-8844
2019/10/29,投信,9,19,14,32,-5,-13,5729,7439,33106,68678,-27377,-61239
2019/10/29,外資及陸資,171272,105372,173049,104948,-1777,424,250341,197498,200716,62933,49625,134565
2019/10/30,自營商,280638,27067,290842,26148,-10204,919,265684,41010,252553,48841,13131,-7831
2019/10/30,投信,98,11,94,0,4,11,5726,7443,33099,68747,-27373,-61304
2019/10/30,外資及陸資,154353,91295,153510,89095,843,2200,244782,199127,196564,62184,48218,136943
2019/10/31,自營商,216853,28934,224054,26489,-7201,2445,295262,42507,289880,47909,5382,-5402
2019/10/31,投信,230,522,66,150,164,372,5749,7502,32958,68471,-27209,-60969
2019/10/31,外資及陸資,170130,113451,172564,112027,-2434,1424,253627,201149,207843,62673,45784,138476
2019/11/01,自營商,193574,24512,190793,22881,2781,1631,297227,44458,289193,48318,8034,-3860
2019/11/01,投信,244,553,179,406,65,147,5739,7502,32883,68465,-27144,-60963
2019/11/01,外資及陸資,155576,101019,156728,100193,-1152,826,260424,202251,215792,62602,44632,139649
2019/11/04,自營商,508324,43761,486283,47429,22041,-3668,342286,47165,312185,54773,30101,-7608
2019/11/04,投信,1166,2631,29,23,1137,2608,5731,7603,31738,66891,-26007,-59288
2019/11/04,外資及陸資,242180,137225,225188,127683,16992,9542,287827,220285,226203,68601,61624,151684
2019/11/05,自營商,387778,40783,390444,40722,-2666,61,360137,49689,332553,57353,27584,-7664
2019/11/05,投信,1797,4048,74,20,1723,4028,5730,7676,30014,63467,-24284,-55791
2019/11/05,外資及陸資,241848,132201,249878,144762,-8030,-12561,291360,215546,237717,74896,53643,140650
2019/11/06,自營商,513284,44915,504970,43885,8314,1030,315429,48237,285397,54629,30032,-6392
2019/11/06,投信,1035,2135,223,240,812,1895,5630,7451,29102,61379,-23472,-53928
2019/11/06,外資及陸資,257222,137860,258985,142391,-1763,-4531,279465,210547,224626,74370,54839,136177
2019/11/07,自營商,278640,33113,297971,35683,-19331,-2570,335341,46080,324594,54967,10747,-8887
2019/11/07,投信,716,1626,405,909,311,717,5263,6566,28424,59524,-23161,-52958
2019/11/07,外資及陸資,192901,127854,205060,134870,-12159,-7016,285974,202654,243294,74231,42680,128423
2019/11/08,自營商,298844,33517,312147,32233,-13303,1284,346397,47422,348827,54995,-2430,-7573
2019/11/08,投信,67,141,341,777,-274,-636,4927,5776,28362,59257,-23435,-53481
2019/11/08,外資及陸資,199366,145065,208572,148808,-9206,-3743,284856,198615,251382,74237,33474,124378
2019/11/11,自營商,425876,42196,428034,50750,-2158,-8554,367013,44851,372186,60692,-5173,-15841
2019/11/11,投信,109,60,766,1560,-657,-1500,4905,5654,28997,60010,-24092,-54356
2019/11/11,外資及陸資,253263,159481,251862,159714,1401,-233,294262,201177,259387,78596,34875,122581
2019/11/12,自營商,356295,36971,357912,30941,-1617,6030,380976,49160,387901,59189,-6925,-10029
2019/11/12,投信,1629,3751,6,14,1623,3737,4906,5693,27375,56727,-22469,-51034
2019/11/12,外資及陸資,194042,117690,191191,120648,2851,-2958,303034,202824,265305,82162,37729,120662
2019/11/13,自營商,453366,41340,477955,40875,-24589,465,320314,46185,315551,55606,4763,-9421
2019/11/13,投信,85,0,106,41,-21,-41,4902,5663,27392,56480,-22490,-50817
2019/11/13,外資及陸資,220741,137475,230835,140652,-10094,-3177,278033,197519,250052,80707,27981,116812
2019/11/14,自營商,285222,42079,284407,42703,815,-624,341383,45404,335963,55451,5420,-10047
2019/11/14,投信,977,2048,81,0,896,2048,4902,5660,26496,54387,-21594,-48727
2019/11/14,外資及陸資,216820,162123,212636,165278,4184,-3155,288550,201558,256385,88006,32165,113552
2019/11/15,自營商,321681,47380,316851,44771,4830,2609,355531,46671,343833,54245,11698,-7574
2019/11/15,投信,5279,10980,4836,9953,443,1027,4923,5736,26074,53765,-21151,-48029
2019/11/15,外資及陸資,216319,168291,227485,176747,-11166,-8456,294629,203094,273630,97120,20999,105974
2019/11/18,自營商,275229,52271,269108,50013,6121,2258,357076,50050,341141,55428,15935,-5378
2019/11/18,投信,14497,30847,14655,31235,-158,-388,4748,5323,26057,54006,-21309,-48683
2019/11/18,外資及陸資,210684,214712,208848,212390,1836,2322,298627,207542,275792,98581,22835,108961
2019/11/19,自營商,400636,56515,396281,54435,4355,2080,370934,51228,350744,54582,20190,-3354
2019/11/19,投信,11118,18188,10778,17386,340,802,4761,5382,25730,53504,-20969,-48122
2019/11/19,外資及陸資,246564,191034,253040,195053,-6476,-4019,303143,211164,286796,105613,16347,105551
2019/11/20,自營商,411746,67197,417335,63495,-5589,3702,184643,36207,176789,38084,7854,-1877
2019/11/20,投信,368,426,327,418,41,8,4771,5361,25716,53311,-20945,-47950
2019/11/20,外資及陸資,211098,145604,224701,156265,-13603,-10661,158207,160708,144772,62633,13435,98075
2019/11/21,自營商,291843,40655,296746,44701,-4903,-4046,227543,36755,224486,42671,3057,-5916
2019/11/21,投信,301,695,149,264,152,431,4650,5136,25443,52428,-20793,-47292
2019/11/21,外資及陸資,245837,194733,252090,189202,-6253,5531,182682,167725,175497,64629,7185,103096
2019/11/22,自營商,188386,23443,204160,25030,-15774,-1587,238517,37268,251365,44780,-12848,-7512
2019/11/22,投信,24,47,2,5,22,42,4667,5167,25438,52456,-20771,-47289
2019/11/22,外資及陸資,155385,118738,159272,124214,-3887,-5476,187560,164680,184286,66979,3274,97701
2019/11/25,自營商,264858,28186,265688,30310,-830,-2124,246519,37499,260375,47183,-13856,-9684
2019/11/25,投信,723,1673,10,11,713,1662,4676,5205,24734,50874,-20058,-45669
2019/11/25,外資及陸資,175384,117349,169488,116725,5896,624,195796,164509,186626,66085,9170,98424
2019/11/26,自營商,312464,38066,298659,39897,13805,-1831,261728,38632,261673,50255,55,-11623
2019/11/26,投信,239,555,68,156,171,399,4616,5090,24503,50569,-19887,-45479
2019/11/26,外資及陸資,208153,144053,196235,132778,11918,11275,204319,174110,186237,63946,18082,110164
2019/11/27,自營商,253511,30149,262655,25191,-9144,4958,206915,39809,218805,46448,-11890,-6639
2019/11/27,投信,84,9,111,17,-27,-8,4589,5095,24503,50695,-19914,-45600
2019/11/27,外資及陸資,139932,95570,140542,92161,-610,3409,189949,176827,172385,62900,17564,113927
2019/11/28,自營商,214246,26773,221947,26087,-7701,686,240963,38913,260487,44807,-19524,-5894
2019/11/28,投信,0,0,214,497,-214,-497,4575,5045,24703,51008,-20128,-45963
2019/11/28,外資及陸資,152874,110993,168347,127409,-15473,-16416,197357,167574,195266,70382,2091,97192
2019/11/29,自營商,364734,39641,386014,44630,-21280,-4989,243305,38387,283951,49006,-40646,-10619
2019/11/29,投信,28,64,668,1532,-640,-1468,4580,4991,25348,51826,-20768,-46835
2019/11/29,外資及陸資,219198,143943,235796,160857,-16598,-16914,211776,162992,226277,83925,-14501,79067
2019/12/02,自營商,328227,35600,317342,37058,10885,-1458,268869,39109,298647,51264,-29778,-12155
2019/12/02,投信,9,19,206,474,-197,-455,4583,5015,25548,52468,-20965,-47453
2019/12/02,外資及陸資,212351,145391,191512,126271,20839,19120,221844,170797,213406,72250,8438,98547
2019/12/03,自營商,361525,39279,357697,39301,3828,-22,278490,39320,303898,51591,-25408,-12271
2019/12/03,投信,4,9,4,9,0,0,4579,5014,25544,52550,-20965,-47536
2019/12/03,外資及陸資,237295,153701,227127,141395,10168,12306,227711,180389,209105,69298,18606,111091
2019/12/04,自營商,439655,47724,456845,46650,-17190,1074,240642,38940,255579,50038,-14937,-11098
2019/12/04,投信,80,0,168,202,-88,-202,4574,5000,25627,52653,-21053,-47653
2019/12/04,外資及陸資,283480,180025,305773,186782,-22293,-6757,200336,175057,201843,70985,-1507,104072
2019/12/05,自營商,320817,39616,299682,40339,21135,-723,290353,40585,284180,52632,6173,-12047
2019/12/05,投信,365,846,0,0,365,846,4596,5096,25284,52303,-20688,-47207
2019/12/05,外資及陸資,203774,148385,191420,136687,12354,11698,221388,188468,210541,71672,10847,116796
2019/12/06,自營商,319978,28908,315679,30891,4299,-1983,311758,41500,301205,55577,10553,-14077
2019/12/06,投信,12,26,0,0,12,26,4597,5106,25273,52339,-20676,-47233
2019/12/06,外資及陸資,188722,128753,191459,124631,-2737,4122,228277,189878,220167,68811,8110,121067
2019/12/09,自營商,305376,31887,296483,31629,8893,258,325858,43294,306397,57326,19461,-14032
2019/12/09,投信,339,789,11,26,328,763,4608,5154,24956,51873,-20348,-46719
2019/12/09,外資及陸資,191604,116015,190413,113364,1191,2651,231789,195702,226088,71268,5701,124434
2019/12/10,自營商,247059,32269,289454,26567,-42395,5702,299790,43419,322698,51671,-22908,-8252
2019/12/10,投信,12,28,222,516,-210,-488,4612,5144,25170,52161,-20558,-47017
2019/12/10,外資及陸資,166761,90781,188990,115076,-22229,-24295,221281,180646,237716,81047,-16435,99599
2019/12/11,自營商,496149,50821,472071,48509,24078,2312,263249,47908,271680,53946,-8431,-6038
2019/12/11,投信,316,543,116,63,200,480,4594,5145,24951,52009,-20357,-46864
2019/12/11,外資及陸資,317304,160147,301152,141592,16152,18555,222366,190096,231209,71047,-8843,119049
2019/12/12,自營商,454291,54905,442852,56081,11439,-1176,314074,49141,311201,56503,2873,-7362
2019/12/12,投信,736,1606,706,1543,30,63,4650,5343,24977,52750,-20327,-47407
2019/12/12,外資及陸資,300885,201646,285984,195089,14901,6557,249857,196432,243799,68950,6058,127482
2019/12/13,自營商,385331,62050,395834,59357,-10503,2693,343135,52090,350946,56894,-7811,-4804
2019/12/13,投信,3669,7459,4355,9085,-686,-1626,4692,5504,25705,54999,-21013,-49495
2019/12/13,外資及陸資,353720,242244,353211,250227,509,-7983,264238,216604,257692,95652,6546,120952
2019/12/16,自營商,317901,53815,331661,49335,-13760,4480,345726,54453,366021,54853,-20295,-400
2019/12/16,投信,15544,34576,17227,38552,-1683,-3976,4707,5539,27403,58997,-22696,-53458
2019/12/16,外資及陸資,307194,260391,305179,260219,2015,172,277331,237322,268768,116269,8563,121053
2019/12/17,自營商,423117,68752,426715,63749,-3598,5003,354975,59695,380604,55206,-25629,4489
2019/12/17,投信,9817,15767,10876,18314,-1059,-2547,4717,5634,28472,62298,-23755,-56664
2019/12/17,外資及陸資,286028,227117,291621,239283,-5593,-12166,274634,231404,271649,120895,2985,110509
2019/12/18,自營商,395519,72339,405647,64706,-10128,7633,131678,31813,168949,37648,-37271,-5835
2019/12/18,投信,682,1319,1002,2099,-320,-780,4738,5681,28808,63135,-24070,-57454
2019/12/18,外資及陸資,261431,138843,259496,147949,1935,-9106,139399,174672,107818,62446,31581,112226
2019/12/19,自營商,225656,29569,244471,31937,-18815,-2368,168054,32822,224071,40896,-56017,-8074
2019/12/19,投信,20,46,614,1478,-594,-1432,4757,5692,29421,64267,-24664,-58575
2019/12/19,外資及陸資,184604,122387,196228,127891,-11624,-5504,149028,173713,129071,67648,19957,106065
2019/12/20,自營商,303940,37674,303920,41278,20,-3604,190953,31115,247049,42682,-56096,-11567
2019/12/20,投信,160,383,48,108,112,275,4870,5944,29422,63980,-24552,-58036
2019/12/20,外資及陸資,268685,171345,270356,175686,-1671,-4341,160908,170936,142637,69716,18271,101220
2019/12/23,自營商,209782,24510,219382,24697,-9600,-187,194339,30213,260251,42068,-65912,-11855
2019/12/23,投信,0,0,9,22,-9,-22,4863,5940,29424,64207,-24561,-58267
2019/12/23,外資及陸資,165148,110520,167446,111590,-2298,-1070,166099,171858,150126,71329,15973,100529
2019/12/24,自營商,191123,19698,186962,20638,4161,-940,204600,31310,266314,44072,-61714,-12762
2019/12/24,投信,52,125,163,391,-111,-266,4752,5660,29424,64012,-24672,-58352
2019/12/24,外資及陸資,144978,75670,152760,86095,-7782,-10425,162256,164073,154065,74252,8191,89821
2019/12/25,自營商,258705,24994,265135,20463,-6430,4531,159411,32009,221602,40382,-62191,-8373
2019/12/25,投信,78,14,114,98,-36,-84,4708,5580,29416,64191,-24708,-58611
2019/12/25,外資及陸資,113103,50907,113131,50763,-28,144,146182,165304,140777,75056,5405,90248
2019/12/26,自營商,121550,16012,133034,14077,-11484,1935,179112,33664,252759,40117,-73647,-6453
2019/12/26,投信,0,0,507,1217,-507,-1217,4703,5568,29918,65334,-25215,-59766
2019/12/26,外資及陸資,92552,57900,102593,65553,-10041,-7653,153194,165056,157830,82544,-4636,82512
2019/12/27,自營商,210945,24806,196709,26907,14236,-2101,198758,33825,258095,42549,-59337,-8724
2019/12/27,投信,33,80,0,0,33,80,4716,5638,29898,65775,-25182,-60137
2019/12/27,外資及陸資,165959,105300,155879,94932,10080,10368,165301,175177,159866,81561,5435,93616
2019/12/30,自營商,185643,21992,189108,24019,-3465,-2027,198528,34264,261286,45023,-62758,-10759
2019/12/30,投信,16,39,207,500,-191,-461,4712,5623,30085,66074,-25373,-60451
2019/12/30,外資及陸資,162045,93187,168743,94941,-6698,-1754,166658,173142,167936,81512,-1278,91630
2019/12/31,自營商,232689,26526,237222,29093,-4533,-2567,200962,34880,268285,48135,-67323,-13255
2019/12/31,投信,0,0,884,1293,-884,-1293,4682,5516,30939,66876,-26257,-61360
2019/12/31,外資及陸資,178058,100249,186442,105642,-8384,-5393,170027,171776,179689,86145,-9662,85631
2020/01/02,自營商,414231,49120,412253,43879,1978,5241,176724,38162,248597,46477,-71873,-8315
2020/01/02,投信,1711,3986,218,91,1493,3895,4691,5602,29455,63616,-24764,-58014
2020/01/02,外資及陸資,253581,134914,238326,136284,15255,-1370,156863,170610,154564,85418,2299,85192
2020/01/03,自營商,460920,79554,450508,76314,10412,3240,214495,38587,275813,43610,-61318,-5023
2020/01/03,投信,42,101,61,145,-19,-44,4659,5520,29442,63518,-24783,-57998
2020/01/03,外資及陸資,380185,242818,386253,245253,-6068,-2435,172520,169919,176289,87175,-3769,82744
2020/01/06,自營商,352153,43697,364068,51106,-11915,-7409,241782,36637,314965,48860,-73183,-12223
2020/01/06,投信,20,48,251,600,-231,-552,4636,5403,29650,63279,-25014,-57876
2020/01/06,外資及陸資,293651,181652,304880,190284,-11229,-8632,182729,163805,197727,90698,-14998,73107
2020/01/07,自營商,574630,71068,595528,72118,-20898,-1050,245559,36606,339386,49636,-93827,-13030
2020/01/07,投信,981,1456,356,825,625,631,4612,5329,29001,62186,-24389,-56857
2020/01/07,外資及陸資,420978,226285,428132,234349,-7154,-8064,182231,154803,204485,90284,-22254,64519
2020/01/08,自營商,648128,75731,639648,78821,8480,-3090,218761,33992,270687,49941,-51926,-15949
2020/01/08,投信,69,0,391,767,-322,-767,4605,5276,29316,62502,-24711,-57226
2020/01/08,外資及陸資,528911,265331,522438,246589,6473,18742,181102,165534,193894,82686,-12792,82848
2020/01/09,自營商,296465,60387,284286,57107,12179,3280,251574,41787,291131,54836,-39557,-13049
2020/01/09,投信,938,2033,302,720,636,1313,4623,5398,28698,62195,-24075,-56797
2020/01/09,外資及陸資,289487,205977,280531,198863,8956,7114,202644,176575,206525,85180,-3881,91395
2020/01/10,自營商,264085,49035,271181,46617,-7096,2418,264523,42696,311235,53386,-46712,-10690
2020/01/10,投信,4041,8285,6304,13263,-2263,-4978,4650,5480,30988,67462,-26338,-61982
2020/01/10,外資及陸資,271420,216931,273611,213782,-2191,3149,225375,191988,231474,97100,-6099,94888
2020/01/13,自營商,386860,64443,364623,64147,22237,296,295247,41404,319679,51994,-24432,-10590
2020/01/13,投信,14680,32916,15208,34138,-528,-1222,4649,5529,31515,69259,-26866,-63730
2020/01/13,外資及陸資,344166,284257,336875,274809,7291,9448,239185,212674,238002,107457,1183,105217
2020/01/14,自營商,346085,68669,333931,69673,12154,-1004,317153,40622,327134,52375,-9981,-11753
2020/01/14,投信,14256,26719,13927,25995,329,724,4663,5582,31200,68915,-26537,-63333
2020/01/14,外資及陸資,267645,218885,278754,226206,-11109,-7321,241204,203497,251108,105046,-9904,98451
2020/01/15,自營商,444516,85059,493782,85653,-49266,-594,169491,29985,184142,38669,-14651,-8684
2020/01/15,投信,1609,3095,194,135,1415,2960,4650,5501,29754,65327,-25104,-59826
2020/01/15,外資及陸資,313801,204569,327911,212503,-14110,-7934,156134,163564,153526,73865,2608,89699
2020/01/16,自營商,174654,35583,175902,34193,-1248,1390,201862,31798,217900,39116,-16038,-7318
2020/01/16,投信,829,1998,27,54,802,1944,4660,5534,28962,63401,-24302,-57867
2020/01/16,外資及陸資,197596,153695,211743,167665,-14147,-13970,164587,158657,176126,82989,-11539,75668
2020/01/17,自營商,192730,37347,194666,37531,-1936,-184,225548,33135,243657,40619,-18109,-7484
2020/01/17,投信,1,2,0,0,1,2,4661,5545,28962,63496,-24301,-57951
2020/01/17,外資及陸資,203037,156300,206736,154531,-3699,1769,169576,157729,184805,80225,-15229,77504
2020/01/20,自營商,183977,31114,184497,30193,-520,921,244121,34889,262659,41485,-18538,-6596
2020/01/20,投信,537,1301,26,52,511,1249,4647,5530,28433,62426,-23786,-56896
2020/01/20,外資及陸資,159266,111007,161322,111211,-2056,-204,174949,160267,192231,82687,-17282,77580
2020/01/30,自營商,785646,110293,878827,115536,-93181,-5243,214108,36164,272520,46892,-58412,-10728
2020/01/30,投信,277,297,2808,6071,-2531,-5774,4699,5278,31016,64480,-26317,-59202
2020/01/30,外資及陸資,430084,332195,476404,367122,-46320,-34927,174166,145143,220165,106697,-45999,38446
2020/01/31,自營商,418769,63688,401458,63083,17311,605,270969,34909,312255,45201,-41286,-10292
2020/01/31,投信,1050,2397,60,117,990,2280,4677,5250,30004,62604,-25327,-57354
2020/01/31,外資及陸資,405262,312448,358474,279879,46788,32569,219666,160482,219009,89149,657,71333
2020/02/03,自營商,543371,86279,572349,84534,-28978,1745,294658,41264,365139,49617,-70481,-8353
2020/02/03,投信,777,1745,836,1639,-59,106,4739,5522,30125,62045,-25386,-56523
2020/02/03,外資及陸資,556458,380551,556338,379394,120,1157,235742,155899,237665,84343,-1923,71556
2020/02/04,自營商,520573,68821,486951,62022,33622,6799,322763,41891,359793,43778,-37030,-1887
2020/02/04,投信,2486,5737,9,21,2477,5716,4773,5716,27679,57573,-22906,-51857
2020/02/04,外資及陸資,404327,247871,394163,241516,10164,6355,242846,157238,234569,77781,8277,79457
2020/02/05,自營商,687991,78686,681318,82320,6673,-3634,277533,39300,296444,44808,-18911,-5508
2020/02/05,投信,156,201,458,893,-302,-692,4719,5603,27933,58201,-23214,-52598
2020/02/05,外資及陸資,502412,254627,495448,250927,6964,3700,233275,160908,224036,77719,9239,83189
2020/02/06,自營商,362421,56366,349393,50981,13028,5385,308813,42956,314898,43362,-6085,-406
2020/02/06,投信,864,2028,358,716,506,1312,4738,5748,27446,57934,-22708,-52186
2020/02/06,外資及陸資,337442,232855,326816,226226,10626,6629,245936,165258,226968,73741,18968,91517
2020/02/07,自營商,295549,43657,312976,48057,-17427,-4400,328673,41941,352164,46566,-23491,-4625
2020/02/07,投信,209,484,131,304,78,180,4697,5586,27327,56919,-22630,-51333
2020/02/07,外資及陸資,308656,211033,309830,216515,-1174,-5482,260450,154094,242615,69317,17835,84777
2020/02/10,自營商,421950,62342,436853,62217,-14903,125,343818,42659,382108,47130,-38290,-4471
2020/02/10,投信,724,1675,46,100,678,1575,4681,5544,26633,55198,-21952,-49654
2020/02/10,外資及陸資,408358,258130,409101,259631,-743,-1501,272780,156062,255611,72964,17169,83098
2020/02/11,自營商,373811,47512,354495,48036,19316,-524,364895,43010,384716,48219,-19821,-5209
2020/02/11,投信,653,1522,22,51,631,1471,4671,5570,25992,54176,-21321,-48606
2020/02/11,外資及陸資,281907,153192,285410,155216,-3503,-2024,278522,154135,264832,72336,13690,81799
2020/02/12,自營商,510628,59410,462285,53608,48343,5802,317674,46887,319417,46468,-1743,419
2020/02/12,投信,537,1104,77,24,460,1080,4690,5667,25551,53637,-20861,-47970
2020/02/12,外資及陸資,323490,160612,317872,148115,5618,12497,264645,167404,253868,72235,10777,95169
2020/02/13,自營商,289586,45588,281513,49103,8073,-3515,350043,46507,343694,49555,6349,-3048
2020/02/13,投信,32,76,65,153,-33,-77,4720,5737,25614,53807,-20894,-48070
2020/02/13,外資及陸資,272530,193278,272757,188000,-227,5278,273938,169770,264204,69269,9734,100501
2020/02/14,自營商,287983,51300,287173,51535,810,-235,355477,47110,348326,50501,7151,-3391
2020/02/14,投信,2933,5616,2926,5593,7,23,4723,5760,25610,53950,-20887,-48190
2020/02/14,外資及陸資,278943,200880,287610,209962,-8667,-9082,275705,170677,274620,78943,1085,91734
2020/02/17,自營商,290475,52292,320208,50812,-29733,1480,350403,46737,373086,48590,-22683,-1853
2020/02/17,投信,15242,32686,15654,33592,-412,-906,4763,5850,26062,54773,-21299,-48923
2020/02/17,外資及陸資,304035,234336,317058,240724,-13023,-6388,280288,185960,292189,100944,-11901,85016
2020/02/18,自營商,444962,88553,476599,87607,-31637,946,357841,53970,412189,54694,-54348,-724
2020/02/18,投信,11967,20898,11091,18951,876,1947,4877,6051,25300,52510,-20423,-46459
2020/02/18,外資及陸資,403430,267814,415603,282658,-12173,-14844,285182,188609,309256,119383,-24074,69226
2020/02/19,自營商,661594,97553,591448,94367,70146,3186,250154,37145,229380,41229,20774,-4084
2020/02/19,投信,785,1488,353,469,432,1019,4877,6125,24872,52111,-19995,-45986
2020/02/19,外資及陸資,387765,230233,377702,221500,10063,8733,151176,146469,162678,68421,-11502,78048
2020/02/20,自營商,267978,44140,293762,42813,-25784,1327,276048,37606,280879,40366,-4831,-2760
2020/02/20,投信,24,57,15,27,9,30,4894,6157,24880,51910,-19986,-45753
2020/02/20,外資及陸資,281372,187293,298477,205671,-17105,-18378,155218,132905,183825,73455,-28607,59450
2020/02/21,自營商,328833,50816,316011,54758,12822,-3942,308837,36926,300935,43573,7902,-6647
2020/02/21,投信,5,12,529,949,-524,-937,4883,6114,25393,52606,-20510,-46492
2020/02/21,外資及陸資,346713,228646,348889,226490,-2176,2156,170019,134948,200826,73589,-30807,61359
2020/02/24,自營商,373744,51398,388314,53228,-14570,-1830,325215,35986,331953,44301,-6738,-8315
2020/02/24,投信,411,941,428,985,-17,-44,5058,6435,25585,52371,-20527,-45936
2020/02/24,外資及陸資,371862,229974,385544,231758,-13682,-1784,179876,140256,224386,81541,-44510,58715
2020/02/25,自營商,508700,69825,519309,66980,-10609,2845,344775,37940,362025,43499,-17250,-5559
2020/02/25,投信,208,480,1252,600,-1044,-120,5010,6340,26581,52518,-21571,-46178
2020/02/25,外資及陸資,520742,306232,516732,303624,4010,2608,189605,144458,230177,82878,-40572,61580
2020/02/26,自營商,669170,77076,665053,76236,4117,840,300448,37010,299572,41667,876,-4657
2020/02/26,投信,587,1204,396,760,191,444,5030,6330,26410,51538,-21380,-45208
2020/02/26,外資及陸資,589734,335766,621234,350038,-31500,-14272,165990,138199,229093,91562,-63103,46637
2020/02/27,自營商,418506,63662,414979,68989,3527,-5327,361616,38153,357466,47813,4150,-9660
2020/02/27,投信,966,664,470,1061,496,-397,5080,6366,25964,51378,-20884,-45012
2020/02/27,外資及陸資,501518,375417,507379,378372,-5861,-2955,184238,137441,253202,94347,-68964,43094
2020/03/02,自營商,474723,75691,511365,75057,-36642,634,371423,40527,404128,49382,-32705,-8855
2020/03/02,投信,175,381,23,52,152,329,5248,6674,25980,50946,-20732,-44272
2020/03/02,外資及陸資,633258,464678,659493,472004,-26235,-7326,199775,140745,294810,105452,-95035,35293
2020/03/03,自營商,560713,69782,519125,72609,41588,-2827,415173,39130,406245,51071,8928,-11941
2020/03/03,投信,218,467,323,731,-105,-264,5353,6989,26190,52106,-20837,-45117
2020/03/03,外資及陸資,572973,406113,567948,393471,5025,12642,211369,143380,301372,94839,-90003,48541
2020/03/04,自營商,611444,76529,596573,70103,14871,6426,367303,41108,341268,46738,26035,-5630
2020/03/04,投信,150,84,2776,6165,-2626,-6081,5368,7058,28831,58417,-23463,-51359
2020/03/04,外資及陸資,532661,351056,537117,340672,-4456,10384,192332,150491,281425,91328,-89093,59163
2020/03/05,自營商,294418,46250,275885,43257,18533,2993,412064,44865,367522,47823,44542,-2958
2020/03/05,投信,541,332,1438,3304,-897,-2972,5562,7223,29922,62151,-24360,-54928
2020/03/05,外資及陸資,293405,225605,289842,217532,3563,8073,215452,164620,300997,96509,-85545,68111
2020/03/06,自營商,361160,58777,387441,61552,-26281,-2775,435863,49206,418232,54393,17631,-5187
2020/03/06,投信,299,43,986,2222,-687,-2179,5575,7003,30622,63037,-25047,-56034
2020/03/06,外資及陸資,362966,265676,396851,287967,-33885,-22291,224233,144259,340657,100104,-116424,44155
2020/03/09,自營商,547329,84834,558282,92022,-10953,-7188,473972,50901,467257,62283,6715,-11382
2020/03/09,投信,1659,1353,2839,6180,-1180,-4827,7168,8032,33395,67333,-26227,-59301
2020/03/09,外資及陸資,618603,457236,595798,436241,22805,20995,238732,153290,335051,90232,-96319,63058
2020/03/10,自營商,721807,107690,781130,98835,-59323,8855,475615,56296,529368,59079,-53753,-2783
2020/03/10,投信,115,218,388,834,-273,-616,7058,7832,33558,67904,-26500,-60072
2020/03/10,外資及陸資,708517,467740,718038,491235,-9521,-23495,247864,143035,351025,103193,-103161,39842
2020/03/11,自營商,709575,86184,731285,89393,-21710,-3209,415118,58819,410945,63938,4173,-5119
2020/03/11,投信,130,137,1101,2253,-971,-2116,7042,7681,34513,69014,-27471,-61333
2020/03/11,外資及陸資,687227,413400,669896,404005,17331,9395,229154,145673,327451,97581,-98297,48092
2020/03/12,自營商,607196,133281,626235,139356,-19039,-6075,448689,64843,463599,74346,-14910,-9503
2020/03/12,投信,52,73,3434,6940,-3382,-6867,7043,7361,37896,72979,-30853,-65618
2020/03/12,外資及陸資,770085,616490,768067,601483,2018,15007,254950,163365,351214,103493,-96264,59872
2020/03/13,自營商,726075,148541,770069,147394,-43994,1147,458581,71526,516015,78306,-57434,-6780
